Сортировка; Кол-во элементов; Тип массива; Время (Наносекунды)
Сортировка выбором; 3100; Рандом от 0 до 4000; 21313117
Сортировка пузырьком; 3100; Рандом от 0 до 4000; 51464957
Сортировка пузырьком (Айверсон 1); 3100; Рандом от 0 до 4000; 50413432
Сортировка пузырьком (Айверсон 1 + 2); 3100; Рандом от 0 до 4000; 43221438
Сортировка вставками; 3100; Рандом от 0 до 4000; 24715679
Сортировка бинарными вставками; 3100; Рандом от 0 до 4000; 18029606
Сортировка подсчетом; 3100; Рандом от 0 до 4000; 114075
Цифровая сортировка; 3100; Рандом от 0 до 4000; 446401
Сортировка слиянием; 3100; Рандом от 0 до 4000; 1185433
Быстрая сортировка (Разбиение Хоара); 3100; Рандом от 0 до 4000; 357114
Быстрая сортировка (Разбиение Ломуто); 3100; Рандом от 0 до 4000; 466237
Пирамидальная сортировка; 3100; Рандом от 0 до 4000; 699360
Сортировка выбором; 3200; Рандом от 0 до 4000; 22667197
Сортировка пузырьком; 3200; Рандом от 0 до 4000; 54872476
Сортировка пузырьком (Айверсон 1); 3200; Рандом от 0 до 4000; 53791197
Сортировка пузырьком (Айверсон 1 + 2); 3200; Рандом от 0 до 4000; 46093278
Сортировка вставками; 3200; Рандом от 0 до 4000; 26357436
Сортировка бинарными вставками; 3200; Рандом от 0 до 4000; 19314242
Сортировка подсчетом; 3200; Рандом от 0 до 4000; 99197
Цифровая сортировка; 3200; Рандом от 0 до 4000; 461282
Сортировка слиянием; 3200; Рандом от 0 до 4000; 1235038
Быстрая сортировка (Разбиение Хоара); 3200; Рандом от 0 до 4000; 352154
Быстрая сортировка (Разбиение Ломуто); 3200; Рандом от 0 до 4000; 495998
Пирамидальная сортировка; 3200; Рандом от 0 до 4000; 719199
Сортировка выбором; 3300; Рандом от 0 до 4000; 24155208
Сортировка пузырьком; 3300; Рандом от 0 до 4000; 58433766
Сортировка пузырьком (Айверсон 1); 3300; Рандом от 0 до 4000; 57258232
Сортировка пузырьком (Айверсон 1 + 2); 3300; Рандом от 0 до 4000; 48965116
Сортировка вставками; 3300; Рандом от 0 до 4000; 27959515
Сортировка бинарными вставками; 3300; Рандом от 0 до 4000; 20514556
Сортировка подсчетом; 3300; Рандом от 0 до 4000; 109121
Цифровая сортировка; 3300; Рандом от 0 до 4000; 496000
Сортировка слиянием; 3300; Рандом от 0 до 4000; 1274718
Быстрая сортировка (Разбиение Хоара); 3300; Рандом от 0 до 4000; 376962
Быстрая сортировка (Разбиение Ломуто); 3300; Рандом от 0 до 4000; 491045
Пирамидальная сортировка; 3300; Рандом от 0 до 4000; 743995
Сортировка выбором; 3400; Рандом от 0 до 4000; 25514236
Сортировка пузырьком; 3400; Рандом от 0 до 4000; 62123989
Сортировка пузырьком (Айверсон 1); 3400; Рандом от 0 до 4000; 60903844
Сортировка пузырьком (Айверсон 1 + 2); 3400; Рандом от 0 до 4000; 52099842
Сортировка вставками; 3400; Рандом от 0 до 4000; 29933590
Сортировка бинарными вставками; 3400; Рандом от 0 до 4000; 21779359
Сортировка подсчетом; 3400; Рандом от 0 до 4000; 89276
Цифровая сортировка; 3400; Рандом от 0 до 4000; 481128
Сортировка слиянием; 3400; Рандом от 0 до 4000; 1299524
Быстрая сортировка (Разбиение Хоара); 3400; Рандом от 0 до 4000; 391844
Быстрая сортировка (Разбиение Ломуто); 3400; Рандом от 0 до 4000; 530713
Пирамидальная сортировка; 3400; Рандом от 0 до 4000; 773763
Сортировка выбором; 3500; Рандом от 0 до 4000; 27066720
Сортировка пузырьком; 3500; Рандом от 0 до 4000; 65824168
Сортировка пузырьком (Айверсон 1); 3500; Рандом от 0 до 4000; 64584160
Сортировка пузырьком (Айверсон 1 + 2); 3500; Рандом от 0 до 4000; 55254399
Сортировка вставками; 3500; Рандом от 0 до 4000; 31739014
Сортировка бинарными вставками; 3500; Рандом от 0 до 4000; 23173114
Сортировка подсчетом; 3500; Рандом от 0 до 4000; 109124
Цифровая сортировка; 3500; Рандом от 0 до 4000; 500946
Сортировка слиянием; 3500; Рандом от 0 до 4000; 1334236
Быстрая сортировка (Разбиение Хоара); 3500; Рандом от 0 до 4000; 381921
Быстрая сортировка (Разбиение Ломуто); 3500; Рандом от 0 до 4000; 510878
Пирамидальная сортировка; 3500; Рандом от 0 до 4000; 783684
Сортировка выбором; 3600; Рандом от 0 до 4000; 28609280
Сортировка пузырьком; 3600; Рандом от 0 до 4000; 69663202
Сортировка пузырьком (Айверсон 1); 3600; Рандом от 0 до 4000; 68328959
Сортировка пузырьком (Айверсон 1 + 2); 3600; Рандом от 0 до 4000; 58448634
Сортировка вставками; 3600; Рандом от 0 до 4000; 33613926
Сортировка бинарными вставками; 3600; Рандом от 0 до 4000; 24502390
Сортировка подсчетом; 3600; Рандом от 0 до 4000; 104160
Цифровая сортировка; 3600; Рандом от 0 до 4000; 520791
Сортировка слиянием; 3600; Рандом от 0 до 4000; 1413602
